"dep"|"slug"|"rec"|"rec_url"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad  Federativa Total"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMTJEWGducEUxVlk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad  Federativa Total Aguascalientes Baja California Baja California Sur Campeche Coahuila Colima Chiapas Chihuahua Distrito Federal Durango Guanajuato Guerrero Hidalgo Jalisco México Michoacán Morelos Nayarit Nuevo León Oaxaca Puebla Querétaro Quintana Roo San Luis Potosí Sinaloa Sonora Tabasco Tamaulipas Tlaxcala Veracruz Yucatán Zacatecas En el extranjero"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDd0FPU0J1Y0pQY0E/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMWs5Xy1TVklOOE0/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDemFOZDJ3N2Ztekk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQW56eTBReGIweGM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDWDNQTF9CaTYxT28/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQTR4TW1qUE9WNnc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMnQxT0R1UkprNVk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMThuMWVLWU1QTTg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTEtKaDVpaW5YNnc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDWU1sMDlZNWFhdHM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMElQcXlkQmdhSW8/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMjdud1cwWERHZmc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de pesos) Entidad Federativa"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVWlLZmE5SGQ1YkE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDNUczSk5hQ2RmQkk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa1/ (Millones de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDN2VNb1NnZ0dleVk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDaTZiMTlaeUs3eWc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZlU3VVZJcHNXRUk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa1/ (Millones de pesos) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDcGVPZ193SzlXWm8/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDaTdmQ0VLdldneHc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMHE1MHF5V1g0YXM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa1/ (Millones de pesos a precios de 2008)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdzlXaG1FR2hLMEk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos a precios de 2008) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDWDFfSDU4OXFDSUk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos a precios de 2008) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDRmdFd2VHVGdFOHc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa1/ (Millones de pesos a precios de 2008) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDNUh1Y0hlbHlNa1E/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos a precios de 2008) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVzZPZGpVbFFWYzg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto a precios básicos por sector y entidad federativa (Millones de pesos a precios de 2008) Entidad federativa y año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDeWtydUdYS1FCaVE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVnFLbS1EbktqQnM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDRFB5LW50MXhsWUk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDOVRFRHNhbHpGQ3M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos) Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZ002TG9FRXd5M2s/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTHBZUm83OHhwQXM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMjR4a0MyZUtBN3M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Impartición de justicia agraria: Resoluciones positivas de los Tribunales Agrarios por categoría"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDV1RWcEo3ZXVRbms/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Impartición de justicia agraria: Ejecución de sentencias de los Tribunales Agrarios por categoría"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDeWoxY3VRcnZpNkE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Impartición de justicia agraria: Expedientes agrarios recibidos y atendidos por los Tribunales Agrarios"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDLUJ1R2xzQ1JnT3c/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZlp0OWlOSGNOSXc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZjQ4VlhyT09pX2c/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDU2EzNFM4SllzR0E/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Ordenamiento y regularización de la propiedad rural"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZjk0SWJ2SVNjZWM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Industrialización de productos pesqueros (Toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDSjB5bUd5dmhwZzA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Balanza comercial de productos pesqueros (Miles de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDS2pUV0pPR0I3MkU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Acuacultura rural y comercial"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUW5tRFRkeXN2bEU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Infraestructura pesquera"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDaGlpbTJkWE1oZmM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producción pesquera (Toneladas en peso vivo) Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdjFDZFFTY3QzX2s/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Consumo de productos pesqueros"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDN01oTWNCMWxqY0U/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Balanza comercial agropecuaria y agroalimentaria (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDNmVRYkk0ZGhRRkE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producción pesquera (Toneladas en peso vivo)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDN1pmVGdvRWNjZnc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Valor de las importaciones agropecuarias y agroalimentarias por producto (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDLWcxRnFWTnNkd0k/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdTVGODBPWUo0QUU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdU5UczJvMG5hRnM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDbjFYaXZzUkFOckE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Sistema Nacional de Aseguramiento al Medio Rural"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMlZUQmVvRVNEOEE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Componente PROAGRO Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZFFtaFNCVklucmM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Apoyos a la Comercialización Agropecuaria"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDbjNzNkpORWVsU2c/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producción pecuaria"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDeGJ2RFhTbzQ4S28/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Superficie asegurada en riego y temporal de los principales cultivos agrícolas (Miles de hectáreas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQ2dReHMwcVpMd3M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDS1V1RGpjRlVRVjQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producción, comercio exterior y consumo de productos pecuarios (Toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVTR0dU5CaWV1NUE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de hectáreas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDM1Z1bzg5NHBQVm8/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de hectáreas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDRzNKSDFPaW9UMjQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de hectáreas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDczU5enFTNG9WUzg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producción, comercio exterior y consumo de granos básicos y oleaginosas (Toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDU3hqbUFWNElTNXM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Toneladas por hectárea)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDajdIZUFQejhabkk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Toneladas por hectárea)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDcXU3ajFScktmaHM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDcy1yYVFzdTZmMzA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Toneladas por hectárea)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZTd2ZVc0RmowZEE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDbVU3SV90S3VEYXM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDYzV4RmEwT3g4ZEk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto del sector agroalimentario, agropecuario y pesquero (Millones de pesos de 2008)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDSU5FQ01qQy1NRlE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Presupuesto ejercido por la SAGARPA (Millones de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDeGZyMmRhdlJBOEE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDM25IN19HZnBhcnc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Indicadores representativos del sector agropecuario"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDS2JVMEtqQm1ZSzA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Indicadores representativos del sector agropecuario"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDNC1XS2plSm54WVU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de toneladas y número de pasajeros)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDeENPWVlHY0s1MVU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUnRIVmQ4bDQySHc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Kilómetros)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDeTNzYkRmV0xZbGM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDM2tKT0NCRUI4dmc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDaUZ2Rm83dU1PSTA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQzZvRXR5bGNjX1k/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdURUSl93SmRyMzg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMzJHaVFOUjVlZ1U/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto."|"https://drive.google.com/file/d/0Bw1YBQEbBwzDOXdvRGRmTVg3eVE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdlVDUTgtQUUxVUE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDWkhac1h2dzFMWEE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDa0pvVVhiTmVLQlU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTXhROVotbVNvaE0/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUGFLREpVcWptOFk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTHBlVU83VDZYZGs/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDb3VLUTlMRExVQVk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de toneladas)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTW9MS294UmhqT2s/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de toneladas) Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDdGN3YTNaM1dqMVE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Crédito otorgado por NAFIN a las actividades empresariales por sector"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDN3BLc3IzNzdPLW8/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Componentes de la inversión extranjera directa por tipo de inversión (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQU4wWWwxZzN6SFk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Inversión extranjera directa por destino económico y país de origen 1/ (Flujos anuales en millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDU1NReTdaWU5aY3c/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Registro Federal de Trámites y Servicios"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDR21zclBsOGN6Sms/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Inversión impulsada en la industria eléctrica (Millones de pesos en flujo de efectivo)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUEZvVmVqbGJQb2M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Capacidad instalada de la industria eléctrica (Megawatts)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDaFpzVUJmN0hoUzQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Infraestructura de la industria eléctrica"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDT0tqWjJRcXpBVjQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Tarifas y relación precio-costo de energía eléctrica por sector de consumo (Pesos/Kilowatt-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUTVxWTIyNi00NTQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Tarifas y relación precio-costo de energía eléctrica por sector de consumo (Pesos/Kilowatt-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDaXlZbmY2ZjQ4bEU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Tarifas y relación precio-costo de energía eléctrica por sector de consumo (Pesos/Kilowatt-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZlJBVmo3SUhSXzg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Tarifas y relación precio-costo de energía eléctrica por sector de consumo (Pesos/Kilowatt-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDR0pYa2tZcmxYMk0/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Generación neta de energía eléctrica (Gigawatts-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDS21tWVhwYTU2NUE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Generación neta de energía eléctrica (Gigawatts-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQ3B2dTM4UXY4WkU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Generación bruta de energía eléctrica (Gigawatts-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUHA3MkNFemRoeXc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Generación bruta de energía eléctrica (Gigawatts-hora)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQlktUzhTLXBfOFU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto de generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final (Miles de pesos a precios de 2008)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQTlQd3BRSWFNX0k/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Indicadores representativos del sector eléctrico"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZUFpampjMkxLZWs/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTDFPRDZrOE1NT1E/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDbW1IcXVTbUFWS3M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTTljYll6V18xczg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos en flujo de efectivo)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDRnp5MHBZWk5fNTQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Balanza Comercial de PEMEX (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDV2tlTnY5R2pIZjA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Saldo de la balanza comercial de PEMEX (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZV94bmtoNlNfc00/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Balanza Comercial de PEMEX (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUGFIU2FIaUFRM2M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Volumen de las importaciones de petrolíferos, gas y petroquímicos de PEMEX como proporción de su producción (Porcentajes)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQ0c1SS1aNDNHTzA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDM0pxWGxiWnB2dlE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de barriles diarios)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDY0lvRXhFdGtkd1U/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Miles de barriles diarios)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDU0FmLV9VRVFVT2M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Porcentajes)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDWklOS3hsNV9lNVE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Reservas de hidrocarburos (Millones de barriles de petróleo crudo equivalente)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDRS1lMXhHMGhYaWs/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos en flujo de efectivo)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDOEV0UEhtMFNtXzg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto de la actividad petrolera, producción primaria e industrialización de hidrocarburos"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUkxFZW54UXhLQkk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Indicadores representativos del sector hidrocarburos"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDbncwRWdtbVpUY3M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Indicadores representativos del sector hidrocarburos"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTnZsT0N2VDdIaG8/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDTUpySnl3aFhoelE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDRFNINnNaaURQazA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDT2N5VG1Jc0hMNVE/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDNXh2N1kwSUhBRlU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDREZxM1pQZG5zbFU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDbl9LdkRSYkszOEU/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDMHdBX3Fqck84Ujg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Hectáreas) Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDYmpxOV9Yc0tQQzA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Hectáreas) Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDS1NvaUJ0dmtQU3M/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos) Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVlRvLVdfMlNZLXc/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZmxrM0stS0tyRWM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"(Millones de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDYno1Xzk3b3FWcWM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Concepto"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVzJXS1l6STE3QzA/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Año"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDcUxYQ2F0cFc1WXM/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Reforestación e incendios forestales"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDZVdNQnZ1eXRKZE0/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producción y consumo de la actividad forestal maderable (Miles de metros cúbicos rollo)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDUmpOTFdMSWVhUk0/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Balanza comercial de productos forestales (Millones de dólares)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDWmprR3NqUEpXaU0/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Producto interno bruto, producción y consumo per cápita forestal"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVEUyRVh3cHBZQjQ/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Inscripciones en el Registro Público de Derechos de Agua (Millones de metros cúbicos/cuadrados)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDN0xMaHRUTzZPWEk/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Evaluación de la calidad del agua (Porcentaje de estaciones de monitoreo en cuerpos de agua superficial)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDSW85NFlISEZSZjg/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Recaudación de contribuciones y aprovechamientos en materia de aguas nacionales y sus bienes públicos inherentes (Millones de pesos)"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDVlN4SDhyMW5CUms/view?usp=drivesdk"
"Presidencia"|"presidencia"|"Calidad del aire en ciudades mexicanas"|"https://drive.google.com/file/d/0Bw1YBQEbBwzDQnZtMWdKaHQ4Rjg/view?usp=drivesdk"
