"dep"|"slug"|"rec"|"rec_url"
"STPS"|"stps"|"Apoya a connacionales repatriados para trasladarse a su lugar de origen o residencia y para auxiliarlo en la búsqueda de empleo. Variables: Atendidos, Colocados, Federal, Estatal"|"http://datosabiertos.stps.gob.mx/Datos/CGSNE/Programa_de_Apoyo_al_Empleo_Repatriados_Trabajando_2014_2010.csv"
"STPS"|"stps"|"Proporción de las personas desocupadas, respecto de la Población Económicamente Activa. Este indicador ilustra la magnitud relativa de las personas que desean trabajar y buscan trabajo, pero no lo han encontrado."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Desocupacion.csv"
"STPS"|"stps"|"Porcentaje de la población económicamente activa respecto a la población en edad de trabajar. Se refiere a la proporción de la población que trabajan o buscan un trabajo respecto de la totalidad de la población en edad de trabajar -15 años y más -. La Tasa Neta de Participación ilustra el grado de aprovechamiento de los recursos laborales reales y potenciales disponibles en el país. "|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_Neta_de_Participacion.csv"
"STPS"|"stps"|"Serie estadística de la cantidad de personas que realizan una búsqueda activa de un empleo en comparación con la población económicamente activa (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Desocupacion.csv"
"STPS"|"stps"|"Serie estadística de la cantidad de trabajadores asalariados con respecto a la población ocupada total (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Trabajo_Asalariado.csv"
"STPS"|"stps"|"Serie estadística sobre la magnitud de la ocupación en el ámbito agropecuario, en comparación con la población ocupada total (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Ocupacion_Agropecuaria.csv"
"STPS"|"stps"|"Serie estadística sobre la magnitud de la ocupación en la industria manufacturera, en comparación con la población ocupada total (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Ocupacion_en_la_Industria_Manufacturera.csv"
"STPS"|"stps"|"Serie estadística  sobre la magnitud de la ocupación en el comercio, en comparación con la población ocupada total (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Ocupacion_en_el_Comercio.csv"
"STPS"|"stps"|"Serie estadística sobre la magnitud de la ocupación en los servicios en relación con la población ocupada total (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_de_Ocupacion_en_los_Servicios.csv"
"STPS"|"stps"|"Serie estadística sobre la magnitud de la población ocupada total respecto de las personas que se encuentran en edad de trabajar (trimestral)."|"http://datosabiertos.stps.gob.mx/Datos/DIL/clave/Tasa_Neta_de_Ocupacion.csv"
